text,time,impressions,engagements,engagement_rate,retweets,replies,likes,user_profile_clicks,url_clicks,hashtag_clicks,detail_expands,follows,email_tweet,media_views,media_engagements
LIVE on #Periscope: Prof Mark Williams https://t.co/yIRI82XdSU,2016-01-12 16:13 +0000,4244,52,0.012252592,4,0,2,0,41,0,5,0,0,0,0
"Today is the winter Editorial Board meeting. If you have any questions for editors, pease ask and we will share their response #askJSS",2016-01-12 09:34 +0000,4362,23,0.005272811,2,0,1,5,0,4,11,0,0,0,0
. @MattNewton93 Hi Matt. Thanks for being our 20000th follower. We hope you enjoy the research published in JSS. @tandfsport,2016-01-11 18:47 +0000,4275,84,0.019649123,0,0,5,26,0,0,53,0,0,0,0
Impaired sleep and recovery after night matches in elite football players https://t.co/9sHJAkybTo @JSSFootball https://t.co/havVJILHsr,2016-01-11 12:23 +0000,12537,671,0.053521576,36,2,35,25,139,0,162,1,0,271,271
Physical characteristics that predict involvement with the ball in recreational youth soccer https://t.co/MUhKwWlBvI,2016-01-11 12:18 +0000,4681,49,0.010467849,5,0,0,2,34,0,8,0,0,0,0
Effects of a minimalist shoe on running economy and 5-km running performance https://t.co/OR9EyYfY00 https://t.co/sADEFrVeD6,2016-01-11 12:14 +0000,4578,241,0.052643076,8,0,11,8,76,0,41,0,0,97,97
#JSSFree Analysis of repeated HI running performance in pro soccer https://t.co/kj9TIRfAhL @carling_chris https://t.co/0crNnh0ck8,2016-01-10 08:50 +0000,7355,316,0.04296397,18,0,25,8,90,1,24,1,0,149,149
#JSSAcceptedToday Freestyle Race Pacing Strategies (400 m) of Elite Able-Bodied _Ÿè__Ÿè_ &amp; _Ÿè__Ÿè_ with Disability at Major International Championships,2016-01-08 10:54 +0000,4060,27,0.006650246,1,0,4,2,0,5,15,0,0,0,0
#openaccess funding - the basics https://t.co/6k5XCwgLec,2016-01-07 11:15 +0000,3960,36,0.009090909,0,0,0,4,23,1,8,0,0,0,0
Publishing #openaccess - the basics https://t.co/93qqJB8jOj,2016-01-07 11:12 +0000,3839,29,0.007554051,0,0,2,1,19,0,7,0,0,0,0
"Adiposity, physical activity and neuromuscular performance in children https://t.co/F4CNfONcp7 @Ulf_Ekelund https://t.co/TSFqdpDNJo",2016-01-07 08:55 +0000,4784,150,0.031354515,5,1,10,4,32,0,38,1,0,59,59
Prof. Mark Williams is now Editor-in-Chief. We'll be doing a @periscopeco chat with Mark following the Editorial Board meeting on Tuesday.,2016-01-06 16:32 +0000,4778,73,0.015278359,4,0,6,29,0,0,34,0,0,0,0
Perceptual-cognitive expertise of handball coaches in their young and middle adult years https://t.co/R5uq6mXNj2 https://t.co/TZ61PJsYb5,2016-01-06 16:18 +0000,4201,101,0.024041895,3,0,2,3,31,0,19,0,1,42,42
"Pacing, packing and sex-based differences in #Olympic and IAAF World Championship marathons https://t.co/aXW9gpTciD https://t.co/yRnW2PcrXK",2016-01-06 16:10 +0000,8616,351,0.040738162,16,1,20,9,66,0,48,1,0,190,190
#JSSFree Dietary protein for athletes: From requirements to optimum adaptation https://t.co/yZi1kQWn4e @mackinprof,2016-01-06 09:48 +0000,5965,122,0.02045264,11,0,11,5,73,0,21,0,1,0,0
#JSSAcceptedToday Validity of #SenseWearÂ® Armband v5.2 and v2.2 for Estimating Energy Expenditure.,2016-01-05 15:30 +0000,3719,34,0.009142243,0,0,4,3,0,8,18,0,1,0,0
#JSSFree Are â¬‡ï¸è in _Ÿèƒ_Ÿè_associated with â¬‡ï¸è in skill-related performance during pro â__ï¸è? @carling_chris @GregDupontSport https://t.co/K5JR0VgAxX,2016-01-05 14:41 +0000,5359,93,0.017353984,9,0,9,4,51,1,19,0,0,0,0
#JSSFree Application of 4 different football match analysis systems https://t.co/BuIJKfJABY @inigomujika @hewitta https://t.co/rSYlLPyg2v,2016-01-04 11:12 +0000,8203,370,0.045105449,15,0,17,14,109,1,87,1,0,126,126
#JSSAcceptedToday Aligning the talent pathway: exploring the role/mechanisms of coherence in development - Dr Andrew Cruickshank @ICaP_UClan,2016-01-03 19:23 +0000,7821,185,0.023654264,12,0,14,35,0,14,107,1,2,0,0
#JSSFree Imagery and observational learning use and their relationship to sport confidence https://t.co/OaxX0RzIMP https://t.co/kQ2WNVLtJj,2016-01-03 14:22 +0000,5986,234,0.039091213,10,1,19,5,56,2,52,0,0,89,89
@moyracosgrove Hi Moyra. You missed the â€˜@â€˜ before JSportsSci so didnâ€™t see your tweet _Ÿ˜_. The paper should be online in a few weeks.,2016-01-01 21:55 +0000,245,5,0.020408163,0,1,0,0,0,0,4,0,0,0,0
#JSSAcceptedToday Matchplay characteristics of Grand Slam tennis: implications for training and conditioning #tennis #GrandSlam,2016-01-01 11:30 +0000,4729,53,0.011207443,0,0,5,9,0,8,31,0,0,0,0
#JSSAcceptedToday Contrasting effects of a mixed-methods high-intensity interval training intervention in girl football players.,2015-12-31 13:34 +0000,5581,139,0.024905931,8,0,6,17,0,7,101,0,0,0,0
#JSSFree The role of confidence in world-class sport performance https://t.co/O3y8g7jmKx @DrKateHays @eis2win https://t.co/kmZQdSINE8,2015-12-31 11:46 +0000,12494,746,0.05970866,42,0,39,31,153,0,136,1,4,340,340
#JSSFree Exercise defined and quantified according to the SystÃ¨me International dâ€™UnitÃ©s - @WinterEdward https://t.co/Irq2UAWYb8,2015-12-30 12:42 +0000,4670,110,0.023554604,7,0,5,3,55,2,38,0,0,0,0
@BARRYD22 @JSSFootball maybe @TimGabbett or @adamowen1980 could answer your question Barry.,2015-12-29 19:22 +0000,497,51,0.102615694,0,0,1,1,0,0,49,0,0,0,0
Effect of leg dominance on change of direction â_¡ï¸è young elite soccer players https://t.co/LdM1Ly2zca @JSSFootball https://t.co/V5eswHq3eq,2015-12-29 14:41 +0000,8524,836,0.098076021,27,0,45,9,159,0,317,0,5,274,274
Acute modification in plasma lipid levels in ultramarathon runners https://t.co/XxD80PDEUT https://t.co/011jIuN0Fp,2015-12-29 14:35 +0000,4180,101,0.024162679,2,0,8,7,27,0,4,0,0,53,53
Development &amp; validation of the Perceived Game-Specific Soccer Competence Scale https://t.co/ARriTVYcQk @JSSFootball https://t.co/ntc7ZvaO1c,2015-12-28 13:30 +0000,5047,391,0.077471765,10,0,16,5,68,0,130,0,1,161,161
Development of perceived competence/tactical skills/motivation/tech. skills/speed...in young â__ï¸è players https://t.co/HtufSQ8AwN @JSSFootball,2015-12-28 13:27 +0000,4693,97,0.020669082,6,1,20,3,52,0,15,0,0,0,0
Self-controlled learning benefits: ...contributions of self-efficacy/intrinsic motivation https://t.co/PoLaJTVfK5 https://t.co/ihTTSUV8wE,2015-12-28 13:22 +0000,4299,164,0.038148407,1,0,11,2,38,0,22,0,0,90,90
Nausea is associated with endotoxemia during a 161-km ultramarathon https://t.co/ftcihwPTH2 https://t.co/TZ4kNp4rjp,2015-12-28 13:19 +0000,4418,97,0.021955636,8,1,6,3,25,0,19,1,0,34,34
Take a look at our #openaccess papers here: https://t.co/1aFd8qMAfQ,2015-12-27 10:35 +0000,7474,213,0.028498796,13,0,13,9,154,2,22,0,0,0,0
#JSSAcceptedToday What is the effect of elbow hyperextension on ball speed in #cricket fast bowling?,2015-12-25 09:20 +0000,4906,131,0.026701998,1,0,6,9,0,12,103,0,0,0,0
The effects of ball possession...on physical/technical indicators during the 2014 @FIFAWorldCup Finals https://t.co/lqXbUdtTWs @JSSFootball,2015-12-24 16:47 +0000,12425,310,0.024949698,22,0,42,16,172,0,56,1,1,0,0
Positional _Ÿ”Å influence physical/technical match performance...of elite soccer players https://t.co/OVU6lXc9Nw https://t.co/zeOzWzeVHW,2015-12-24 16:39 +0000,11562,450,0.038920602,20,1,36,17,88,0,51,2,1,234,234
Differences in pedalling technique between road cyclists of different competitive levels https://t.co/ZykXOGXc09 https://t.co/XibC0S6PPE,2015-12-24 16:27 +0000,8701,557,0.06401563,31,0,44,19,184,0,62,0,0,217,217
Numerical and experimental investigations of human swimming motions https://t.co/3w05QzqqkW https://t.co/LN2Itn09tz,2015-12-24 16:25 +0000,5304,205,0.038650075,10,0,12,10,53,0,19,0,0,100,100
The influence of tennis court surfaces on player perceptions and biomechanics response https://t.co/H7c00kQNBM https://t.co/PSbeonE8Pp,2015-12-24 16:21 +0000,5416,208,0.038404727,13,0,11,9,59,0,36,2,0,78,78
#JSSAcceptedToday Quantitative assessment of developmental levels in overarm throwing using wearable inertial sensing technology,2015-12-24 10:27 +0000,4088,51,0.012475538,0,0,5,6,0,8,32,0,0,0,0
#JSSAcceptedToday Effects of strengthening and stretching exercise programs on kinematics and kinetics of running in older adults: an RCT,2015-12-24 10:25 +0000,3870,33,0.008527132,3,0,5,7,0,2,16,0,0,1,0
Cardiovascular risk and fitness in veteran football players https://t.co/z6yw1sNdkB @JSSFootball https://t.co/PIS6S1ICDf,2015-12-22 10:34 +0000,4938,180,0.036452005,7,0,7,4,36,0,17,0,0,109,109
Kinematic and kinetic analyses of the toes in dance movements https://t.co/2PaN8zCyU7 https://t.co/DtO6FbWATb,2015-12-22 09:33 +0000,4407,118,0.026775584,2,0,9,0,25,0,14,0,0,68,68
"Vol 34(5) 2016 now available. Papers on (among others) pediatric obesity, peer mentoring, movement competency https://t.co/DNR9J28gRi",2015-12-21 08:43 +0000,3924,76,0.019367992,5,0,4,3,51,0,12,1,0,0,0
"Vol 34(4) 2016 now available. Papers on (among others) caffeine supp. during intermittent exercise, talent ID in AFL https://t.co/qaCZEn7nC7",2015-12-21 08:39 +0000,4277,100,0.023380874,4,1,5,3,75,0,12,0,0,0,0
"Vol 34(3) 2016 now available. Papers on (among others) grip width in bench press, body comp in pro cricket bowlers https://t.co/2KyKHbgGUD",2015-12-21 08:36 +0000,3651,70,0.019172829,3,0,6,2,56,0,3,0,0,0,0
"Vol 34(2) 2016 is now available. Papers on (among others) disordered eating, video feedback, ACTN3 gene polymorphism https://t.co/GDvQwHEa5a",2015-12-21 08:32 +0000,3684,73,0.019815418,5,0,1,4,39,0,23,0,0,1,1
"Vol 34(1) 2016 is now available. Papers on (among others) HIT, physical education, hypoxia, barefoot running https://t.co/lbcU96TkNa",2015-12-21 08:28 +0000,4335,117,0.026989619,11,0,7,3,81,0,15,0,0,0,0
"#JSSAcceptedToday ...the influence of individual player performance distribution on match outcome in team sports, by @Robertson_SJ",2015-12-19 10:38 +0000,6166,251,0.040707103,11,0,21,33,0,19,167,0,0,0,0
Congratulations Rich. Here's the direct link: https://t.co/bk3AVgELF2  https://t.co/0oib97FNrC,2015-12-18 12:09 +0000,4037,69,0.0170919,3,2,7,5,31,0,21,0,0,0,0
"Start hard, finish better: further evidence for the reversal of the RAE advantage https://t.co/S7Y9NXqRi4 @DaveGM4P https://t.co/hp9JlM5t6X",2015-12-18 12:04 +0000,5185,241,0.046480231,15,0,15,3,63,0,51,0,0,94,94
"Relative age effect &amp; performance in the U16, U18 &amp; U20 European Basketball Championships https://t.co/u8MutLu5Nn https://t.co/hexCRhprfw",2015-12-18 11:34 +0000,8264,294,0.035575992,27,0,23,9,53,0,57,2,0,123,123
Positional group...influences offensive/defensive skill involvements of jnr representative rugby league players... https://t.co/1PA5xtB58U,2015-12-18 10:39 +0000,3835,69,0.017992177,7,0,6,6,27,0,23,0,0,0,0
Do karate fighters use situational probability info to â¬†ï¸_ decision-making performance...? https://t.co/p3xN014d2p https://t.co/mZV6wFTvjF,2015-12-18 10:31 +0000,5273,164,0.03110184,10,0,15,15,48,0,26,0,2,48,48
Space occupation near the basket shapes collective behaviours in..basketball https://t.co/JOvtMFpo6m @Jaime__Sampaio https://t.co/VpLf00VmGQ,2015-12-17 11:41 +0000,4619,151,0.032691059,5,1,10,8,32,0,21,0,0,74,74
Informational constraints on interceptive actions of elite football goalkeepers in 1v1 dyads... https://t.co/ToRg2A9LM9,2015-12-17 11:36 +0000,5258,88,0.016736402,5,0,4,5,50,0,24,0,0,0,0
The effects of physical exertion on decision-making performance of Australian football umpires https://t.co/tom5LUOJpX,2015-12-12 12:41 +0000,3687,73,0.019799295,4,0,3,4,45,0,17,0,0,0,0
...fitness â¬†ï¸è among overweight/obese adolescents â_¡ï¸è community-based lifestyle intervention https://t.co/tOU0Cp0XB4 https://t.co/EEco2CECK7,2015-12-12 12:30 +0000,4426,115,0.025982829,8,0,4,8,23,0,21,0,0,51,51
"#JSSAcceptedToday 'Pacing, packing and sex-based differences in Olympic and IAAF World Championship marathons'. Online soon.",2015-12-11 13:09 +0000,5171,44,0.008508992,3,0,6,6,0,4,24,1,0,0,0
...monitoring of sprinting powerâ€“forceâ€“velocity profile before/during/after hamstring injury https://t.co/FaCxLgAEhx https://t.co/R5FjRPCqJB,2015-12-09 16:26 +0000,7008,252,0.035958904,12,0,14,7,88,0,30,1,2,98,98
Neuromuscular and technical abilities related to age in water-polo players https://t.co/193iCWySXN https://t.co/RVIiMUaBdY,2015-12-08 14:59 +0000,3794,120,0.031628888,5,0,4,6,29,0,23,0,0,53,53
Mechanisms of ACL injuries in elite womenâ€™s netball: a systematic video analysis https://t.co/NY9yIxXBDB https://t.co/1d8Wwhmhir,2015-12-08 14:12 +0000,10112,565,0.055874209,33,0,37,19,114,0,102,2,0,258,258
Perceived environment in relation to objective and self-reported physical activity in Spanish youth https://t.co/og5QoaQMac,2015-12-05 16:52 +0000,3751,40,0.010663823,1,0,2,2,21,0,13,1,0,0,0
Pre-training perceived wellness impacts training output in Australian football players https://t.co/msYQgFpC6b @TG2389 @TimGabbett,2015-12-05 16:46 +0000,6845,172,0.025127831,13,0,19,8,87,0,42,1,2,0,0
"#JSSAcceptedToday ""Strapping rowers to their sliding seat improves performance during the start of single-scull rowing"". Online soon.",2015-12-05 12:25 +0000,4273,43,0.010063187,4,0,3,10,0,3,23,0,0,0,0
Effects of autonomous motivational priming on motivation/affective responses towards HIT https://t.co/sLcfpBcEEE https://t.co/gZlqH9GJLf,2015-12-04 11:38 +0000,3984,103,0.025853414,6,0,4,3,37,0,14,0,2,37,37
Performance diff. using 26/29-inch-wheel bikes in Swiss National Team...mountain bikers https://t.co/noERU0JIZq https://t.co/pWIcdeqz7e,2015-12-04 11:29 +0000,4597,221,0.048074831,12,1,7,10,45,0,76,0,0,70,70
"Effects of int. training + _Ÿè‹ on body comp, glyc./lipid profile, aerobic cap. of obese rats https://t.co/S1mlyS3a3o https://t.co/6SFnt3FozT",2015-12-04 11:12 +0000,3998,112,0.028014007,8,0,5,3,24,0,15,0,0,57,57
Validity/reliability of 6-a-side SSG locomotor performance in assessing physical fitness in football https://t.co/S7a3ZLopcl @JSSFootball,2015-12-04 10:42 +0000,5557,175,0.031491812,11,0,16,18,92,0,34,1,3,0,0
Inter-rep rest training &amp; traditional set configuration produce similar strength gains without cortical adaptations https://t.co/UgmIhdxtkW,2015-12-04 10:33 +0000,4119,85,0.020636077,5,0,12,3,45,0,20,0,0,0,0
A review of physical activity and cardiovascular disease risk reduction in individuals with schizophrenia https://t.co/bLeglrvHaD,2015-12-04 10:30 +0000,3303,26,0.007871632,3,0,0,2,5,0,16,0,0,0,0
Catch up on our @periscopeco interview with @ScottDUK https://t.co/UGR0Al8amA #BASES2015,2015-12-02 11:40 +0000,4011,85,0.021191723,3,0,2,2,58,0,20,0,0,0,0
LIVE on #Periscope: Scott Drawer https://t.co/AffYPTd4O0,2015-12-02 11:12 +0000,3425,45,0.013138686,2,0,1,1,36,0,5,0,0,0,0
Join us in a few minutes for a @periscopeco chat with @ScottDUK #BASES2015,2015-12-02 10:58 +0000,3003,25,0.008325008,1,0,1,4,0,0,19,0,0,0,0
Using mixed models can identify individual load:injury relationships #BASES2015 @drkeithstokes https://t.co/YkZ46FGEAF,2015-12-02 10:38 +0000,3486,129,0.037005164,3,0,4,2,6,6,22,0,0,86,86
Load : injury relationships #BASES2015 @drkeithstokes https://t.co/h0a5Ewbncc,2015-12-02 10:37 +0000,4594,275,0.059860688,9,0,10,5,21,3,39,0,0,188,188
A theoretical model for monitoring injuries #BASES2015 @drkeithstokes https://t.co/rYGWvNaKMc,2015-12-02 10:34 +0000,3716,251,0.067545748,8,0,8,13,24,5,32,0,0,161,161
Match injury burden #BASES2015 @drkeithstokes https://t.co/uBtNBLwAEU,2015-12-02 10:21 +0000,3852,230,0.059709242,4,0,5,6,21,6,24,0,0,163,163
â¬‡ï¸è injuries = â¬†ï¸è performance? #BASES2015 @drkeithstokes https://t.co/xbjw3QJ5YU,2015-12-02 10:19 +0000,4092,181,0.044232649,6,0,8,11,12,4,32,0,0,108,108
Injury risk in rugby now being presented by @drkeithstokes https://t.co/WGB4SdJDDs,2015-12-02 10:14 +0000,3566,128,0.03589456,3,2,0,11,7,0,23,0,0,82,82
Challenges and opportunities for player development #BASES2015 #Rugby @ScottDUK https://t.co/jgLRzjoPGT,2015-12-02 10:12 +0000,2948,82,0.027815468,1,0,1,3,5,3,14,0,0,55,55
The areas that England Rugby player development focuses on #BASES2015 @ScottDUK https://t.co/QZDSC4f6J2,2015-12-02 10:01 +0000,4800,234,0.04875,4,0,3,12,18,6,46,1,0,144,144
A mix of old and new for success? #BASES2015 #Rugby https://t.co/lFx0cCLJx4,2015-12-02 09:48 +0000,3013,138,0.045801527,3,0,1,0,16,3,9,0,0,106,106
The first session this morning is on rugby union with @ScottDUK and @drkeithstokes #BASES2015 https://t.co/ZUuY1MaZAV,2015-12-02 09:37 +0000,3037,144,0.047415212,1,0,1,2,6,9,46,0,0,79,79
You can watch a reply of our @periscopeco interview with @alannevill1 @WinterEdward &amp; @CaissaPublisher here: https://t.co/CGTsAaKX8R,2015-12-02 00:11 +0000,2984,67,0.022453083,2,0,0,3,51,0,11,0,0,0,0
LIVE on #Periscope https://t.co/z9VzdUreUb,2015-12-01 18:17 +0000,2848,69,0.024227528,0,0,2,0,61,1,5,0,0,0,0
In a moment we'll be talking to @alannevill1 @WinterEdward and @CaissaPublisher on @periscopeco #BASES2015,2015-12-01 18:14 +0000,2774,34,0.012256669,0,0,0,11,0,0,23,0,0,0,0
Editor-in-Chief @alannevill1 is retiring after many years of service. He invites others to get involved #BASES2015 https://t.co/vXh1g1bHm0,2015-12-01 18:02 +0000,3130,167,0.053354633,0,1,4,5,17,0,22,0,0,118,118
Handling reviewers' comments... #gettingpublished #BASES2015 https://t.co/8zLnfQU4lD,2015-12-01 17:57 +0000,4149,253,0.060978549,9,0,4,6,21,1,19,0,0,193,193
Peer review and its stages... #gettingpublished #BASES2015 https://t.co/Kd4rdaHiuc,2015-12-01 17:54 +0000,3115,212,0.068057785,3,0,4,1,22,1,9,0,0,172,172
A few ethical issues to consider... #gettingpublished #BASES2015 https://t.co/rs2S7xrH37,2015-12-01 17:49 +0000,3648,177,0.048519737,6,0,10,7,14,0,7,0,0,133,133
What constitutes 'new knowledge' that justifies a publication in JSS? Avoid 'salami slicing'! #BASES2015 https://t.co/4efqNHWLNB,2015-12-01 17:42 +0000,3280,181,0.055182927,4,0,3,7,15,0,14,0,0,138,138
Avoid fabricated abbreviations if at all possible #gettingpublished #BASES2015,2015-12-01 17:40 +0000,2481,23,0.009270455,0,0,3,5,0,1,14,0,0,0,0
Do's and don'ts for getting published by @alannevill1 #BASES2015 https://t.co/sS9yC925W9,2015-12-01 17:38 +0000,4478,352,0.078606521,12,0,11,5,18,1,17,1,0,287,287
Think like a journal editor says @alannevill1 to get their attention. https://t.co/168WqTndrq,2015-12-01 17:33 +0000,2577,125,0.048506015,1,0,1,2,20,0,8,0,0,93,93
Know your audience says @CaissaPublisher https://t.co/nsijO1I8Ze,2015-12-01 17:32 +0000,2601,139,0.053440984,2,0,2,3,11,0,13,0,0,108,108
Next up are @alannevill1 and @CaissaPublisher on getting published in JSS #BASES2015 https://t.co/M8IdexBHSR,2015-12-01 17:11 +0000,2560,69,0.026953125,1,0,0,6,7,2,17,0,0,36,36
Smart High Intensity Training - start hard and get easier #BASES2015 @Ekkekakis https://t.co/bpxz9d46uc,2015-12-01 13:36 +0000,5291,497,0.093933094,12,1,20,28,43,12,124,0,0,257,257
The relationship between exercise intensity and pleasure #BASES2015 @Ekkekakis https://t.co/20r4jwAF7u,2015-12-01 13:02 +0000,13288,852,0.064118001,53,1,46,34,94,10,70,1,0,543,543
